,subject1_a,subject1,subject1_b,subject2_a,subject2,subject2_b,object,rule,conf_pca
r2916,e,<dbo:deathPlace>,b,e,<dbo:predecessor>,a,<dbo:placeOfBurial>,"<dbo:placeOfBurial>(a, b) <= <dbo:deathPlace>(e, b) & <dbo:predecessor>(e, a)",0.174193548
r2917,a,<dbo:basedOn>,f,f,<dbo:musicComposer>,b,<dbo:musicBy>,"<dbo:musicBy>(a, b) <= <dbo:basedOn>(a, f) & <dbo:musicComposer>(f, b)",0.174603175
r2918,a,<dbo:city>,f,b,<dbo:largestCity>,f,<dbo:mouthCountry>,"<dbo:mouthCountry>(a, b) <= <dbo:city>(a, f) & <dbo:largestCity>(b, f)",0.174603175
r2919,f,<dbo:capital>,b,a,<dbo:timeZone>,f,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:capital>(f, b) & <dbo:timeZone>(a, f)",0.174825175
r2920,f,<dbo:governmentRegion>,b,a,<dbo:timeZone>,f,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:governmentRegion>(f, b) & <dbo:timeZone>(a, f)",0.174825175
r2921,a,<dbo:daylightSavingTimeZone>,e,e,<dbo:governmentRegion>,b,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:daylightSavingTimeZone>(a, e) & <dbo:governmentRegion>(e, b)",0.174825175
r2922,e,<dbo:capital>,b,a,<dbo:daylightSavingTimeZone>,e,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:capital>(e, b) & <dbo:daylightSavingTimeZone>(a, e)",0.174825175
r2923,b,<dbo:president>,f,f,<dbo:primeMinister>,a,<dbo:deputy>,"<dbo:deputy>(a, b) <= <dbo:president>(b, f) & <dbo:primeMinister>(f, a)",0.175
r2924,e,<dbo:president>,a,e,<dbo:successor>,b,<dbo:primeMinister>,"<dbo:primeMinister>(a, b) <= <dbo:president>(e, a) & <dbo:successor>(e, b)",0.17511203
r2925,f,<dbo:location>,b,a,<dbo:sourcePlace>,f,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:location>(f, b) & <dbo:sourcePlace>(a, f)",0.175182482
r2926,f,<dbo:location>,b,a,<dbo:sourceMountain>,f,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:location>(f, b) & <dbo:sourceMountain>(a, f)",0.175182482
r2927,e,<dbo:influenced>,a,e,<dbo:philosophicalSchool>,b,<dbo:philosophicalSchool>,"<dbo:philosophicalSchool>(a, b) <= <dbo:influenced>(e, a) & <dbo:philosophicalSchool>(e, b)",0.17616241
r2928,a,<dbo:mouthPlace>,b,,,,<dbo:sourceConfluenceMountain>,"<dbo:sourceConfluenceMountain>(a, b) <= <dbo:mouthPlace>(a, b)",0.176470588
r2929,a,<dbo:mouthMountain>,b,,,,<dbo:sourceConfluenceMountain>,"<dbo:sourceConfluenceMountain>(a, b) <= <dbo:mouthMountain>(a, b)",0.176470588
r2930,a,<dbo:owner>,b,,,,<dbo:sisterNewspaper>,"<dbo:sisterNewspaper>(a, b) <= <dbo:owner>(a, b)",0.176470588
r2931,a,<dbo:mouthMountain>,b,,,,<dbo:sourceConfluencePlace>,"<dbo:sourceConfluencePlace>(a, b) <= <dbo:mouthMountain>(a, b)",0.176470588
r2932,a,<dbo:mouthPlace>,b,,,,<dbo:sourceConfluencePlace>,"<dbo:sourceConfluencePlace>(a, b) <= <dbo:mouthPlace>(a, b)",0.176470588
r2933,a,<dbo:aircraftElectronic>,f,b,<dbo:predecessor>,f,<dbo:aircraftTransport>,"<dbo:aircraftTransport>(a, b) <= <dbo:aircraftElectronic>(a, f) & <dbo:predecessor>(b, f)",0.176470588
r2934,f,<dbo:location>,b,a,<dbo:placeOfBurial>,f,<dbo:placeOfBurial>,"<dbo:placeOfBurial>(a, b) <= <dbo:location>(f, b) & <dbo:placeOfBurial>(a, f)",0.176470588
r2935,e,<dbo:commandStructure>,a,e,<dbo:commandStructure>,b,<dbo:commandStructure>,"<dbo:commandStructure>(a, b) <= <dbo:commandStructure>(e, a) & <dbo:commandStructure>(e, b)",0.176820208
r2936,f,<dbo:birthPlace>,b,a,<dbo:predecessor>,f,<dbo:placeOfBurial>,"<dbo:placeOfBurial>(a, b) <= <dbo:birthPlace>(f, b) & <dbo:predecessor>(a, f)",0.17699115
r2937,f,<dbo:birthPlace>,b,a,<dbo:parent>,f,<dbo:placeOfBurial>,"<dbo:placeOfBurial>(a, b) <= <dbo:birthPlace>(f, b) & <dbo:parent>(a, f)",0.17699115
r2938,f,<dbo:choreographer>,b,a,<dbo:formerPartner>,f,<dbo:coach>,"<dbo:coach>(a, b) <= <dbo:choreographer>(f, b) & <dbo:formerPartner>(a, f)",0.17721519
r2939,a,<dbo:significantBuilding>,b,,,,<dbo:significantProject>,"<dbo:significantProject>(a, b) <= <dbo:significantBuilding>(a, b)",0.177570093
r2940,a,<dbo:birthPlace>,b,,,,<dbo:citizenship>,"<dbo:citizenship>(a, b) <= <dbo:birthPlace>(a, b)",0.177773839
r2941,a,<dbo:derivative>,f,b,<dbo:musicSubgenre>,f,<dbo:derivative>,"<dbo:derivative>(a, b) <= <dbo:derivative>(a, f) & <dbo:musicSubgenre>(b, f)",0.17791411
r2942,a,<dbo:district>,f,f,<dbo:timeZone>,b,<dbo:mouthCountry>,"<dbo:mouthCountry>(a, b) <= <dbo:district>(a, f) & <dbo:timeZone>(f, b)",0.178082192
r2943,a,<dbo:country>,b,,,,<dbo:deathPlace>,"<dbo:deathPlace>(a, b) <= <dbo:country>(a, b)",0.178561722
r2944,b,<dbo:stylisticOrigin>,a,,,,<dbo:derivative>,"<dbo:derivative>(a, b) <= <dbo:stylisticOrigin>(b, a)",0.178571429
r2945,e,<dbo:district>,a,e,<dbo:highestRegion>,b,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:district>(e, a) & <dbo:highestRegion>(e, b)",0.178571429
r2946,a,<dbo:city>,f,b,<dbo:part>,f,<dbo:authority>,"<dbo:authority>(a, b) <= <dbo:city>(a, f) & <dbo:part>(b, f)",0.178571429
r2947,a,<dbo:birthPlace>,b,,,,<dbo:stateOfOrigin>,"<dbo:stateOfOrigin>(a, b) <= <dbo:birthPlace>(a, b)",0.178719723
r2948,b,<dbo:successor>,a,a,<dbo:successor>,b,<dbo:primeMinister>,"<dbo:primeMinister>(a, b) <= <dbo:successor>(b, a) & <dbo:successor>(a, b)",0.179159049
r2949,a,<dbo:thirdTeam>,b,,,,<dbo:secondTeam>,"<dbo:secondTeam>(a, b) <= <dbo:thirdTeam>(a, b)",0.179807692
r2950,a,<dbo:secondTeam>,b,,,,<dbo:thirdTeam>,"<dbo:thirdTeam>(a, b) <= <dbo:secondTeam>(a, b)",0.179807692
r2951,e,<dbo:location>,b,e,<dbo:outflow>,a,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:location>(e, b) & <dbo:outflow>(e, a)",0.180371353
r2952,b,<dbo:stylisticOrigin>,a,,,,<dbo:musicFusionGenre>,"<dbo:musicFusionGenre>(a, b) <= <dbo:stylisticOrigin>(b, a)",0.180836707
r2953,a,<dbo:opponent>,f,b,<dbo:successor>,f,<dbo:incumbent>,"<dbo:incumbent>(a, b) <= <dbo:opponent>(a, f) & <dbo:successor>(b, f)",0.181208054
r2954,e,<dbo:previousWork>,a,e,<dbo:voice>,b,<dbo:voice>,"<dbo:voice>(a, b) <= <dbo:previousWork>(e, a) & <dbo:voice>(e, b)",0.181232751
r2955,f,<dbo:primeMinister>,a,b,<dbo:successor>,f,<dbo:deputy>,"<dbo:deputy>(a, b) <= <dbo:primeMinister>(f, a) & <dbo:successor>(b, f)",0.181318681
r2956,a,<dbo:derivative>,f,f,<dbo:stylisticOrigin>,b,<dbo:stylisticOrigin>,"<dbo:stylisticOrigin>(a, b) <= <dbo:derivative>(a, f) & <dbo:stylisticOrigin>(f, b)",0.181713629
r2957,a,<dbo:lowestState>,b,,,,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:lowestState>(a, b)",0.181818182
r2958,a,<dbo:governmentRegion>,b,,,,<dbo:lowestState>,"<dbo:lowestState>(a, b) <= <dbo:governmentRegion>(a, b)",0.181818182
r2959,b,<dbo:highestState>,f,f,<dbo:part>,a,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:highestState>(b, f) & <dbo:part>(f, a)",0.181818182
r2960,b,<dbo:party>,f,a,<dbo:splitFromParty>,f,<dbo:secretaryGeneral>,"<dbo:secretaryGeneral>(a, b) <= <dbo:party>(b, f) & <dbo:splitFromParty>(a, f)",0.181818182
r2961,e,<dbo:affiliation>,a,e,<dbo:firstLeader>,b,<dbo:leader>,"<dbo:leader>(a, b) <= <dbo:affiliation>(e, a) & <dbo:firstLeader>(e, b)",0.181818182
r2962,e,<dbo:highestRegion>,b,e,<dbo:municipality>,a,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:highestRegion>(e, b) & <dbo:municipality>(e, a)",0.181818182
r2963,f,<dbo:largestCity>,b,a,<dbo:placeOfBurial>,f,<dbo:placeOfBurial>,"<dbo:placeOfBurial>(a, b) <= <dbo:largestCity>(f, b) & <dbo:placeOfBurial>(a, f)",0.181818182
r2964,a,<dbo:coach>,f,f,<dbo:formerChoreographer>,b,<dbo:choreographer>,"<dbo:choreographer>(a, b) <= <dbo:coach>(a, f) & <dbo:formerChoreographer>(f, b)",0.181818182
r2965,f,<dbo:largestCity>,b,a,<dbo:region>,f,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:largestCity>(f, b) & <dbo:region>(a, f)",0.181818182
r2966,a,<dbo:associatedAct>,e,e,<dbo:product>,b,<dbo:associatedAct>,"<dbo:associatedAct>(a, b) <= <dbo:associatedAct>(a, e) & <dbo:product>(e, b)",0.181818182
r2967,a,<dbo:state>,b,,,,<dbo:mouthRegion>,"<dbo:mouthRegion>(a, b) <= <dbo:state>(a, b)",0.181985294
r2968,a,<dbo:team>,b,,,,<dbo:managerClub>,"<dbo:managerClub>(a, b) <= <dbo:team>(a, b)",0.18222372
r2969,a,<dbo:distributor>,b,,,,<dbo:company>,"<dbo:company>(a, b) <= <dbo:distributor>(a, b)",0.182259182
r2970,f,<dbo:license>,b,a,<dbo:operatingSystem>,f,<dbo:license>,"<dbo:license>(a, b) <= <dbo:license>(f, b) & <dbo:operatingSystem>(a, f)",0.182789318
r2971,a,<dbo:city>,e,e,<dbo:country>,b,<dbo:localAuthority>,"<dbo:localAuthority>(a, b) <= <dbo:city>(a, e) & <dbo:country>(e, b)",0.182849604
r2972,a,<dbo:highschool>,f,b,<dbo:location>,f,<dbo:highschool>,"<dbo:highschool>(a, b) <= <dbo:highschool>(a, f) & <dbo:location>(b, f)",0.183246073
r2973,e,<dbo:highestRegion>,b,a,<dbo:highestState>,e,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:highestRegion>(e, b) & <dbo:highestState>(a, e)",0.183333333
r2974,a,<http://xmlns.com/foaf/0.1/homepage>,f,b,<http://xmlns.com/foaf/0.1/homepage>,f,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <http://xmlns.com/foaf/0.1/homepage>(a, f) & <http://xmlns.com/foaf/0.1/homepage>(b, f)",0.183673469
r2975,a,<dbo:location>,b,,,,<dbo:city>,"<dbo:city>(a, b) <= <dbo:location>(a, b)",0.184316267
r2976,f,<dbo:derivative>,a,b,<dbo:musicSubgenre>,f,<dbo:stylisticOrigin>,"<dbo:stylisticOrigin>(a, b) <= <dbo:derivative>(f, a) & <dbo:musicSubgenre>(b, f)",0.184549356
r2977,e,<dbo:musicFusionGenre>,a,b,<dbo:musicFusionGenre>,e,<dbo:stylisticOrigin>,"<dbo:stylisticOrigin>(a, b) <= <dbo:musicFusionGenre>(e, a) & <dbo:musicFusionGenre>(b, e)",0.184713376
r2978,b,<dbo:spouse>,a,,,,<dbo:partner>,"<dbo:partner>(a, b) <= <dbo:spouse>(b, a)",0.18487395
r2979,a,<dbo:owner>,b,,,,<dbo:operatedBy>,"<dbo:operatedBy>(a, b) <= <dbo:owner>(a, b)",0.185045948
r2980,e,<dbo:isPartOfMilitaryConflict>,a,e,<dbo:isPartOfMilitaryConflict>,b,<dbo:isPartOfMilitaryConflict>,"<dbo:isPartOfMilitaryConflict>(a, b) <= <dbo:isPartOfMilitaryConflict>(e, a) & <dbo:isPartOfMilitaryConflict>(e, b)",0.185108583
r2981,a,<dbo:lowestState>,f,b,<dbo:lowestState>,f,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:lowestState>(a, f) & <dbo:lowestState>(b, f)",0.185185185
r2982,a,<dbo:headquarter>,f,b,<dbo:largestCity>,f,<dbo:jurisdiction>,"<dbo:jurisdiction>(a, b) <= <dbo:headquarter>(a, f) & <dbo:largestCity>(b, f)",0.185273159
r2983,b,<dbo:largestCity>,f,a,<dbo:location>,f,<dbo:jurisdiction>,"<dbo:jurisdiction>(a, b) <= <dbo:largestCity>(b, f) & <dbo:location>(a, f)",0.185273159
r2984,a,<dbo:sourceRegion>,f,f,<dbo:timeZone>,b,<dbo:mouthCountry>,"<dbo:mouthCountry>(a, b) <= <dbo:sourceRegion>(a, f) & <dbo:timeZone>(f, b)",0.185714286
r2985,e,<dbo:choreographer>,b,e,<dbo:formerPartner>,a,<dbo:formerCoach>,"<dbo:formerCoach>(a, b) <= <dbo:choreographer>(e, b) & <dbo:formerPartner>(e, a)",0.186206897
r2986,f,<dbo:locatedInArea>,b,a,<dbo:sourcePlace>,f,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:locatedInArea>(f, b) & <dbo:sourcePlace>(a, f)",0.186666667
r2987,f,<dbo:locatedInArea>,b,a,<dbo:sourceMountain>,f,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:locatedInArea>(f, b) & <dbo:sourceMountain>(a, f)",0.186666667
r2988,a,<dbo:distributingLabel>,b,,,,<dbo:parentCompany>,"<dbo:parentCompany>(a, b) <= <dbo:distributingLabel>(a, b)",0.186836518
r2989,a,<dbo:distributingCompany>,b,,,,<dbo:parentCompany>,"<dbo:parentCompany>(a, b) <= <dbo:distributingCompany>(a, b)",0.186836518
r2990,f,<dbo:highestPlace>,b,a,<dbo:highestState>,f,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:highestPlace>(f, b) & <dbo:highestState>(a, f)",0.1875
r2991,a,<dbo:derivative>,f,b,<dbo:musicFusionGenre>,f,<dbo:derivative>,"<dbo:derivative>(a, b) <= <dbo:derivative>(a, f) & <dbo:musicFusionGenre>(b, f)",0.1875
r2992,e,<dbo:region>,b,e,<dbo:rightTributary>,a,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:region>(e, b) & <dbo:rightTributary>(e, a)",0.1875
r2993,f,<dbo:relatedMeanOfTransportation>,b,a,<dbo:relatedMeanOfTransportation>,f,<dbo:variantOf>,"<dbo:variantOf>(a, b) <= <dbo:relatedMeanOfTransportation>(f, b) & <dbo:relatedMeanOfTransportation>(a, f)",0.187938736
r2994,e,<dbo:derivative>,a,e,<dbo:stylisticOrigin>,b,<dbo:stylisticOrigin>,"<dbo:stylisticOrigin>(a, b) <= <dbo:derivative>(e, a) & <dbo:stylisticOrigin>(e, b)",0.188279302
r2995,a,<dbo:origin>,b,,,,<dbo:wineRegion>,"<dbo:wineRegion>(a, b) <= <dbo:origin>(a, b)",0.188888889
r2996,e,<dbo:commandStructure>,a,e,<dbo:garrison>,b,<dbo:garrison>,"<dbo:garrison>(a, b) <= <dbo:commandStructure>(e, a) & <dbo:garrison>(e, b)",0.188930504
r2997,b,<dbo:artery>,f,f,<dbo:supplies>,a,<dbo:vein>,"<dbo:vein>(a, b) <= <dbo:artery>(b, f) & <dbo:supplies>(f, a)",0.18902439
r2998,a,<dbo:producer>,b,,,,<dbo:picture>,"<dbo:picture>(a, b) <= <dbo:producer>(a, b)",0.189054726
r2999,f,<dbo:deathPlace>,b,a,<dbo:parent>,f,<dbo:placeOfBurial>,"<dbo:placeOfBurial>(a, b) <= <dbo:deathPlace>(f, b) & <dbo:parent>(a, f)",0.190082645
r3000,a,<dbo:governingBody>,b,,,,<dbo:nrhpType>,"<dbo:nrhpType>(a, b) <= <dbo:governingBody>(a, b)",0.19047619
r3001,a,<dbo:archipelago>,b,,,,<dbo:majorIsland>,"<dbo:majorIsland>(a, b) <= <dbo:archipelago>(a, b)",0.19047619
r3002,b,<dbo:lowestState>,a,,,,<dbo:lowestState>,"<dbo:lowestState>(a, b) <= <dbo:lowestState>(b, a)",0.19047619
r3003,b,<dbo:municipality>,a,,,,<dbo:lowestState>,"<dbo:lowestState>(a, b) <= <dbo:municipality>(b, a)",0.19047619
r3004,b,<dbo:highestState>,a,,,,<dbo:lowestState>,"<dbo:lowestState>(a, b) <= <dbo:highestState>(b, a)",0.19047619
r3005,a,<dbo:affiliation>,b,,,,<dbo:mergedIntoParty>,"<dbo:mergedIntoParty>(a, b) <= <dbo:affiliation>(a, b)",0.19047619
r3006,e,<dbo:deathPlace>,b,e,<dbo:spouse>,a,<dbo:placeOfBurial>,"<dbo:placeOfBurial>(a, b) <= <dbo:deathPlace>(e, b) & <dbo:spouse>(e, a)",0.19047619
r3007,b,<dbo:relative>,a,,,,<dbo:child>,"<dbo:child>(a, b) <= <dbo:relative>(b, a)",0.19063772
r3008,a,<dbo:location>,b,,,,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:location>(a, b)",0.19160105
r3009,a,<dbo:musicSubgenre>,f,f,<dbo:stylisticOrigin>,b,<dbo:stylisticOrigin>,"<dbo:stylisticOrigin>(a, b) <= <dbo:musicSubgenre>(a, f) & <dbo:stylisticOrigin>(f, b)",0.191637631
r3010,e,<dbo:author>,b,e,<dbo:subsequentWork>,a,<dbo:illustrator>,"<dbo:illustrator>(a, b) <= <dbo:author>(e, b) & <dbo:subsequentWork>(e, a)",0.191699605
r3011,f,<dbo:choreographer>,b,a,<dbo:formerPartner>,f,<dbo:formerCoach>,"<dbo:formerCoach>(a, b) <= <dbo:choreographer>(f, b) & <dbo:formerPartner>(a, f)",0.191780822
r3012,e,<dbo:subregion>,a,e,<dbo:varietals>,b,<dbo:growingGrape>,"<dbo:growingGrape>(a, b) <= <dbo:subregion>(e, a) & <dbo:varietals>(e, b)",0.191819464
r3013,a,<dbo:producer>,b,,,,<dbo:director>,"<dbo:director>(a, b) <= <dbo:producer>(a, b)",0.192187386
r3014,a,<dbo:thirdTeam>,b,,,,<dbo:firstDriverTeam>,"<dbo:firstDriverTeam>(a, b) <= <dbo:thirdTeam>(a, b)",0.192307692
r3015,a,<dbo:firstDriverTeam>,b,,,,<dbo:thirdTeam>,"<dbo:thirdTeam>(a, b) <= <dbo:firstDriverTeam>(a, b)",0.192307692
r3016,e,<dbo:product>,a,e,<dbo:product>,b,<dbo:sisterNewspaper>,"<dbo:sisterNewspaper>(a, b) <= <dbo:product>(e, a) & <dbo:product>(e, b)",0.192307692
r3017,a,<dbo:successor>,b,,,,<dbo:child>,"<dbo:child>(a, b) <= <dbo:successor>(a, b)",0.193060498
r3018,a,<dbo:operatedBy>,b,,,,<dbo:owner>,"<dbo:owner>(a, b) <= <dbo:operatedBy>(a, b)",0.193788276
r3019,e,<dbo:location>,a,e,<dbo:location>,b,<dbo:ceremonialCounty>,"<dbo:ceremonialCounty>(a, b) <= <dbo:location>(e, a) & <dbo:location>(e, b)",0.193927894
r3020,e,<dbo:launchSite>,a,e,<dbo:launchSite>,b,<dbo:launchSite>,"<dbo:launchSite>(a, b) <= <dbo:launchSite>(e, a) & <dbo:launchSite>(e, b)",0.194285714
r3021,a,<dbo:deathPlace>,b,,,,<dbo:billed>,"<dbo:billed>(a, b) <= <dbo:deathPlace>(a, b)",0.194805195
r3022,a,<dbo:director>,b,,,,<dbo:starring>,"<dbo:starring>(a, b) <= <dbo:director>(a, b)",0.195460195
r3023,a,<dbo:targetAirport>,b,,,,<dbo:destination>,"<dbo:destination>(a, b) <= <dbo:targetAirport>(a, b)",0.195945946
r3024,e,<dbo:party>,a,e,<dbo:party>,b,<dbo:splitFromParty>,"<dbo:splitFromParty>(a, b) <= <dbo:party>(e, a) & <dbo:party>(e, b)",0.196078431
r3025,a,<dbo:billed>,f,f,<dbo:largestCity>,b,<dbo:billed>,"<dbo:billed>(a, b) <= <dbo:billed>(a, f) & <dbo:largestCity>(f, b)",0.196808511
r3026,a,<dbo:thirdCommander>,b,,,,<dbo:secondCommander>,"<dbo:secondCommander>(a, b) <= <dbo:thirdCommander>(a, b)",0.196969697
r3027,e,<dbo:birthPlace>,b,e,<dbo:predecessor>,a,<dbo:placeOfBurial>,"<dbo:placeOfBurial>(a, b) <= <dbo:birthPlace>(e, b) & <dbo:predecessor>(e, a)",0.197278912
r3028,e,<dbo:governor>,a,e,<dbo:governor>,b,<dbo:governor>,"<dbo:governor>(a, b) <= <dbo:governor>(e, a) & <dbo:governor>(e, b)",0.197580645
r3029,f,<dbo:president>,a,b,<dbo:primeMinister>,f,<dbo:vicePresident>,"<dbo:vicePresident>(a, b) <= <dbo:president>(f, a) & <dbo:primeMinister>(b, f)",0.197674419
r3030,b,<dbo:location>,a,,,,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:location>(b, a)",0.197802198
r3031,a,<dbo:deathPlace>,b,,,,<dbo:citizenship>,"<dbo:citizenship>(a, b) <= <dbo:deathPlace>(a, b)",0.198210291
r3032,b,<dbo:inflow>,a,,,,<dbo:riverMouth>,"<dbo:riverMouth>(a, b) <= <dbo:inflow>(b, a)",0.198723792
r3033,e,<dbo:subsequentWork>,a,e,<dbo:voice>,b,<dbo:voice>,"<dbo:voice>(a, b) <= <dbo:subsequentWork>(e, a) & <dbo:voice>(e, b)",0.199103139
r3034,e,<dbo:billed>,b,a,<dbo:trainer>,e,<dbo:billed>,"<dbo:billed>(a, b) <= <dbo:billed>(e, b) & <dbo:trainer>(a, e)",0.199233716
r3035,b,<dbo:spokenIn>,a,,,,<dbo:regionalLanguage>,"<dbo:regionalLanguage>(a, b) <= <dbo:spokenIn>(b, a)",0.199630314
r3036,b,<dbo:riverBranch>,a,,,,<dbo:hasJunctionWith>,"<dbo:hasJunctionWith>(a, b) <= <dbo:riverBranch>(b, a)",0.2
r3037,e,<dbo:politicalPartyInLegislature>,a,e,<dbo:politicalPartyOfLeader>,b,<dbo:splitFromParty>,"<dbo:splitFromParty>(a, b) <= <dbo:politicalPartyInLegislature>(e, a) & <dbo:politicalPartyOfLeader>(e, b)",0.2
r3038,a,<dbo:highestState>,f,b,<dbo:state>,f,<dbo:highestMountain>,"<dbo:highestMountain>(a, b) <= <dbo:highestState>(a, f) & <dbo:state>(b, f)",0.2
r3039,a,<dbo:aircraftElectronic>,f,f,<dbo:successor>,b,<dbo:aircraftTransport>,"<dbo:aircraftTransport>(a, b) <= <dbo:aircraftElectronic>(a, f) & <dbo:successor>(f, b)",0.2
r3040,b,<dbo:lieutenant>,f,a,<dbo:successor>,f,<dbo:governor>,"<dbo:governor>(a, b) <= <dbo:lieutenant>(b, f) & <dbo:successor>(a, f)",0.2
r3041,e,<dbo:city>,a,e,<dbo:location>,b,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:city>(e, a) & <dbo:location>(e, b)",0.2
r3042,a,<dbo:highestState>,e,e,<dbo:location>,b,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:highestState>(a, e) & <dbo:location>(e, b)",0.2
r3043,f,<dbo:government>,b,a,<dbo:part>,f,<dbo:government>,"<dbo:government>(a, b) <= <dbo:government>(f, b) & <dbo:part>(a, f)",0.2
r3044,a,<dbo:primeMinister>,f,b,<dbo:successor>,f,<dbo:vicePresident>,"<dbo:vicePresident>(a, b) <= <dbo:primeMinister>(a, f) & <dbo:successor>(b, f)",0.2
r3045,a,<dbo:choreographer>,f,f,<dbo:formerChoreographer>,b,<dbo:choreographer>,"<dbo:choreographer>(a, b) <= <dbo:choreographer>(a, f) & <dbo:formerChoreographer>(f, b)",0.2
r3046,a,<dbo:successor>,b,,,,<dbo:deputy>,"<dbo:deputy>(a, b) <= <dbo:successor>(a, b)",0.200167504
r3047,a,<dbo:deathPlace>,b,,,,<dbo:restingPlace>,"<dbo:restingPlace>(a, b) <= <dbo:deathPlace>(a, b)",0.200537591
r3048,e,<dbo:author>,b,e,<dbo:previousWork>,a,<dbo:illustrator>,"<dbo:illustrator>(a, b) <= <dbo:author>(e, b) & <dbo:previousWork>(e, a)",0.201596806
r3049,a,<dbo:highestState>,b,,,,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:highestState>(a, b)",0.202380952
r3050,a,<dbo:governmentRegion>,b,,,,<dbo:highestState>,"<dbo:highestState>(a, b) <= <dbo:governmentRegion>(a, b)",0.202380952
r3051,a,<dbo:city>,f,f,<dbo:isPartOf>,b,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:city>(a, f) & <dbo:isPartOf>(f, b)",0.203703704
r3052,a,<dbo:maidenFlightRocket>,b,,,,<dbo:retiredRocket>,"<dbo:retiredRocket>(a, b) <= <dbo:maidenFlightRocket>(a, b)",0.203883495
r3053,b,<dbo:influencedBy>,a,,,,<dbo:notableStudent>,"<dbo:notableStudent>(a, b) <= <dbo:influencedBy>(b, a)",0.204545455
r3054,e,<dbo:district>,b,e,<dbo:leftTributary>,a,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:district>(e, b) & <dbo:leftTributary>(e, a)",0.204545455
r3055,f,<dbo:country>,a,b,<dbo:residence>,f,<dbo:memberOfParliament>,"<dbo:memberOfParliament>(a, b) <= <dbo:country>(f, a) & <dbo:residence>(b, f)",0.205128205
r3056,f,<dbo:isPartOfWineRegion>,b,a,<dbo:similar>,f,<dbo:isPartOfWineRegion>,"<dbo:isPartOfWineRegion>(a, b) <= <dbo:isPartOfWineRegion>(f, b) & <dbo:similar>(a, f)",0.205128205
r3057,a,<dbo:sourcePlace>,f,f,<dbo:state>,b,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:sourcePlace>(a, f) & <dbo:state>(f, b)",0.205607477
r3058,a,<dbo:sourceMountain>,f,f,<dbo:state>,b,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:sourceMountain>(a, f) & <dbo:state>(f, b)",0.205607477
r3059,f,<dbo:district>,b,a,<dbo:riverMouth>,f,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:district>(f, b) & <dbo:riverMouth>(a, f)",0.205882353
r3060,a,<dbo:canonizedBy>,b,,,,<dbo:beatifiedBy>,"<dbo:beatifiedBy>(a, b) <= <dbo:canonizedBy>(a, b)",0.206225681
r3061,e,<dbo:highestRegion>,b,a,<dbo:municipality>,e,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:highestRegion>(e, b) & <dbo:municipality>(a, e)",0.206896552
r3062,e,<dbo:associatedMusicalArtist>,b,e,<dbo:bandMember>,a,<dbo:associatedAct>,"<dbo:associatedAct>(a, b) <= <dbo:associatedMusicalArtist>(e, b) & <dbo:bandMember>(e, a)",0.206896552
r3063,e,<dbo:associatedBand>,b,e,<dbo:bandMember>,a,<dbo:associatedAct>,"<dbo:associatedAct>(a, b) <= <dbo:associatedBand>(e, b) & <dbo:bandMember>(e, a)",0.206896552
r3064,e,<dbo:spokenIn>,a,e,<dbo:spokenIn>,b,<dbo:mouthCountry>,"<dbo:mouthCountry>(a, b) <= <dbo:spokenIn>(e, a) & <dbo:spokenIn>(e, b)",0.20754717
